Address, Symbol Name, Matching
00000071000023B0,_ZN2al21createAreaObjFunctionINS_7AreaObjEEEPS1_PKc,false
00000071000023F0,_ZN2al21createAreaObjFunctionINS_10CameraAreaEEEPNS_7AreaObjEPKc,false
0000007100002430,_ZN2al21createAreaObjFunctionI27CameraDirectionSwitchOnAreaEEPNS_7AreaObjEPKc,false
0000007100002470,_ZN2al21createAreaObjFunctionINS_22CameraRailParallelAreaEEEPNS_7AreaObjEPKc,false
00000071000024B0,_ZN2al21createAreaObjFunctionINS_12EdgeDrawAreaEEEPNS_7AreaObjEPKc,false
00000071000024F0,_ZN2al21createAreaObjFunctionI16FrameOutCtrlAreaEEPNS_7AreaObjEPKc,false
0000007100002530,_ZN2al21createAreaObjFunctionINS_10SePlayAreaEEEPNS_7AreaObjEPKc,false
0000007100002570,_ZN2al21createAreaObjFunctionI13WorldClipAreaEEPNS_7AreaObjEPKc,false
00000071000025B0,_ZN2al21createAreaObjFunctionI25PlayerCollisionYPlaneAreaEEPNS_7AreaObjEPKc,false
00000071000025F0,_ZN2al21createAreaObjFunctionI24VRFocusPointReactionAreaEEPNS_7AreaObjEPKc,false
0000007100002630,_ZNK20TouchRotateWatchArea20TryForcePartRotationER26IUseTouchRotateHandleParts,false
0000007100002840,_ZN20TouchRotateWatchAreaC2EPKc,false
0000007100002890,_ZN20TouchRotateWatchAreaC1EPKc,false
00000071000028F0,_ZN20TouchRotateWatchArea4initERKN2al13PlacementInfoERKNS0_13ActorInitInfoE,false
0000007100002AA0,_ZNK20TouchRotateWatchArea12allPlayersInERN4sead8PtrArrayI26IUseTouchRotateHandlePartsEEPKN2al18CameraTargetHolderE,false
0000007100002BA0,_ZN24VRFocusPointReactionAreaC2EPKc,false
0000007100002BE0,_ZN24VRFocusPointReactionAreaC1EPKc,false
0000007100002C40,_ZN24VRFocusPointReactionArea4initERKN2al12AreaInitInfoE,false
0000007100002C50,_ZN24VRFocusPointReactionArea5setOnEv,false
0000007100002CA0,_ZN24VRFocusPointReactionArea6setOffEv,false
0000007100002CE0,_ZN13WorldClipAreaC2EPKc,false
0000007100002D20,_ZN13WorldClipAreaC1EPKc,false
0000007100002D80,_ZN13WorldClipArea4initERKN2al12AreaInitInfoE,false
0000007100002E70,_ZN18BgmBeatRateTriggerC2EPN2al9LiveActorEf,false
0000007100002E80,_ZN18BgmBeatRateTrigger6updateEv,false
0000007100002F20,_ZN22BgmBeatPeriodicTriggerC1EPN2al9LiveActorEi,false
0000007100002F40,_ZN22BgmBeatPeriodicTrigger6updateEv,false
0000007100002FF0,_ZN16MicInputSePlayerC2EPN2al13AudioDirectorE,false
0000007100003060,_ZN16MicInputSePlayer6updateEv,false
00000071000030A0,_ZN16MicInputSePlayer7exeWaitEv,false
0000007100003130,_ZN16MicInputSePlayer7exeBlowEv,false
00000071000031D0,_ZNK2al13NerveExecutor14getNerveKeeperEv,false
00000071000031E0,_ZN16MicInputSePlayerD0Ev,false
0000007100003210,_ZNK16MicInputSePlayer14getAudioKeeperEv,false
0000007100003220,_ZThn16_NK16MicInputSePlayer14getAudioKeeperEv,false
0000007100003370,_ZN15PcmTempoChangerC1Ev,false
0000007100003380,_ZN15PcmTempoChanger10initializeEfjjj,false
0000007100003430,_ZN15PcmTempoChanger16CopyPcmOnTempoUpER9PcmBufferIsER9PcmReaderIsEj,false
00000071000035D0,_ZN15PcmTempoChanger18CopyPcmOnTempoDownER9PcmBufferIsER9PcmReaderIsEj,false
00000071000037A0,_ZN15PcmTempoChanger11changeTempoER9PcmBufferIsER9PcmReaderIsEj,false
0000007100003A30,_ZN15PcmTempoChanger11changeTempoER9PcmBufferIsES2_,false
0000007100003A40,_ZN22PlayerBigBgmControllerC2EPN2al13AudioDirectorE,false
0000007100003A90,_ZN22PlayerBigBgmController6updateEv,false
0000007100003B60,_ZN22PlayerBigBgmController11notifyStartEv,false
0000007100003B70,_ZN22PlayerBigBgmController9notifyEndEv,false
0000007100003BE0,_ZN22PlayerBigBgmController9notifyGetEv,false
0000007100003C00,_ZNK22PlayerBigBgmController14getAudioKeeperEv,false
0000007100003C10,_ZN29PlayerInvincibleBgmControllerC2EPN2al13AudioDirectorE,false
0000007100003C60,_ZN29PlayerInvincibleBgmController6updateEv,false
0000007100003CC0,_ZN29PlayerInvincibleBgmController11notifyStartEv,false
0000007100003CD0,_ZN29PlayerInvincibleBgmController9notifyEndEv,false
0000007100003D00,_ZN29PlayerInvincibleBgmController9notifyGetEv,false
0000007100003D10,_ZNK29PlayerInvincibleBgmController14getAudioKeeperEv,false
0000007100003D20,_ZN22BossBirdStateBlowParamC2EibfbPKcS1_S1_,false
0000007100004000,_ZN22BossBirdStateBlowParamD2Ev,false
0000007100004010,_ZN24BossBirdStateAttackParamC2EibbPKcS1_S1_,false
00000071000042E0,_ZN24BossBirdStateAttackParamD2Ev,false
00000071000042F0,_ZN8BossBirdC2EPKc,false
00000071000043F0,_ZN8BossBirdC1EPKc,false
0000007100004500,_ZN8BossBird4initERKN2al13ActorInitInfoE,false
0000007100004A20,_ZN22BossBirdStateMoveParamC2EfbfPKcS1_S1_,false
0000007100004CF0,_ZN22BossBirdStateMoveParamC2ERKS_,false
0000007100005030,_ZN8BossBird7controlEv,false
0000007100005340,_ZNK8BossBird6isDemoEv,false
00000071000053A0,_ZNK8BossBird20isNerveEnableAimHeadEv,false
0000007100005420,_ZN8BossBird6appearEv,false
0000007100005460,_ZNK8BossBird19isNerveEnableDamageEv,false
0000007100005580,_ZN8BossBird12attackSensorEPN2al9HitSensorES2_,false
0000007100005830,_ZNK8BossBird11isMoveStartEv,false
0000007100005880,_ZNK8BossBird9isMoveEndEv,false
00000071000058D0,_ZN8BossBird10receiveMsgEPKN2al9SensorMsgEPNS0_9HitSensorES5_,false
0000007100005BC0,_ZN8BossBird9exeAppearEv,false
0000007100005C80,_ZN8BossBird7exeWaitEv,false
0000007100005D20,_ZN8BossBird9exeDamageEv,false
0000007100005F60,_ZN8BossBird26tryShiftThunderOrNextNerveEPKN2al5NerveE,false
0000007100006000,_ZN8BossBird19exeReleaseItemStartEv,false
00000071000060F0,_ZN8BossBird26rotatePuppetFaceToKinopicoEv,false
0000007100006240,_ZN8BossBird14exeReleaseItemEv,false
0000007100006380,_ZN8BossBird7exeDownEv,false
00000071000063D0,_ZN8BossBird15exeMoveApproachEv,false
0000007100006570,_ZN8BossBird9exeAttackEv,false
0000007100006640,_ZN8BossBird10exeThunderEv,false
0000007100006700,_ZN8BossBird15exeBlowApproachEv,false
0000007100006870,_ZN8BossBird8exeShoutEv,false
0000007100006940,_ZN8BossBird10exeEndDemoEv,false
00000071000069B0,_ZN8BossBirdD1Ev,false
00000071000069C0,_ZN8BossBirdD0Ev,false
00000071000069F0,_ZN4sead15FixedSafeStringILi64EED0Ev,false
0000007100006A00,_ZN4sead15FixedSafeStringILi64EEaSERKNS_14SafeStringBaseIcEE,false
0000007100006AF0,_ZN4sead19FixedSafeStringBaseIcLi64EED0Ev,false
0000007100006B00,_ZN4sead19FixedSafeStringBaseIcLi64EEaSERKNS_14SafeStringBaseIcEE,false
0000007100006BF0,_ZN4sead22BufferedSafeStringBaseIcED0Ev,false
0000007100006EB0,_ZN14BossBirdDoubleC2EPKcP21BossBirdDoubleWatcher,false
0000007100006FD0,_ZN14BossBirdDoubleC1EPKcP21BossBirdDoubleWatcher,false
00000071000070F0,_ZN14BossBirdDouble4initERKN2al13ActorInitInfoE,false
0000007100007720,_ZN28BossBirdDoubleStateMoveParamC2EfbfPKcS1_S1_,false
00000071000079F0,_ZN28BossBirdDoubleStateMoveParamC2ERKS_,false
0000007100007D30,_ZN14BossBirdDouble7controlEv,false
0000007100007FC0,_ZNK14BossBirdDouble20isNerveEnableAimHeadEv,false
0000007100008040,_ZN14BossBirdDouble6appearEv,false
0000007100008080,_ZNK14BossBirdDouble19isNerveEnableDamageEv,false
00000071000081A0,_ZN14BossBirdDouble12attackSensorEPN2al9HitSensorES2_,false
0000007100008420,_ZNK14BossBirdDouble11isMoveStartEv,false
0000007100008470,_ZNK14BossBirdDouble9isMoveEndEv,false
00000071000084C0,_ZN14BossBirdDouble10receiveMsgEPKN2al9SensorMsgEPNS0_9HitSensorES5_,false
0000007100008790,_ZN14BossBirdDouble9exeAppearEv,false
0000007100008870,_ZN14BossBirdDouble9isCopycatEv,false
0000007100008880,_ZN14BossBirdDouble7exeWaitEv,false
0000007100008940,_ZN14BossBirdDouble9exeDamageEv,false
0000007100008C00,_ZN14BossBirdDouble26tryShiftThunderOrNextNerveEPKN2al5NerveE,false
0000007100008CA0,_ZN14BossBirdDouble7exeDownEv,false
0000007100008CE0,_ZN14BossBirdDouble15exeMoveApproachEv,false
0000007100008EC0,_ZN14BossBirdDouble9exeAttackEv,false
0000007100008FD0,_ZN14BossBirdDouble10exeThunderEv,false
0000007100009090,_ZN14BossBirdDouble15exeBlowApproachEv,false
0000007100009210,_ZN14BossBirdDouble8exeShoutEv,false
0000007100009360,_ZN14BossBirdDouble10exeEndDemoEv,false
00000071000093D0,_ZN14BossBirdDouble19checkRadishShootPosEv,false
00000071000093E0,_ZN14BossBirdDouble17getRadishShootPosEv,false
0000007100009400,_ZNK14BossBirdDouble6isWaitEv,false
0000007100009450,_ZN14BossBirdDouble18setCopycatCopyMoveERN4sead7Vector3IfEEPS_,false
00000071000094B0,_ZN14BossBirdDouble11setApproachEv,false
00000071000094D0,_ZN14BossBirdDouble8setShoutEv,false
00000071000094E0,_ZN14BossBirdDouble12setDisappearEv,false
0000007100009520,_ZNK14BossBirdDouble10isShoutingEv,false
0000007100009530,_ZN14BossBirdDouble12setDownNerveEv,false
0000007100009570,_ZN14BossBirdDouble14setSecondPhaseEv,false
0000007100009580,_ZNK14BossBirdDouble16canDemoTriggeredEv,false
0000007100009590,_ZN14BossBirdDouble21watcherCanDemoTriggerEv,false
00000071000095A0,_ZN14BossBirdDouble19canMoveToCoordinateEv,false
00000071000095B0,_ZN14BossBirdDouble13getCorrdinateEv,false
00000071000095C0,_ZN14BossBirdDouble11isAttackingEv,false
00000071000095D0,_ZN14BossBirdDouble18isDamageSecondLastEv,false
00000071000095E0,_ZN14BossBirdDouble9isDamagedEv,false
00000071000095F0,_ZN14BossBirdDouble14setClearRadishEv,false
0000007100009600,_ZNK14BossBirdDouble6isDemoEv,false
0000007100009610,_ZN14BossBirdDouble14switchEndDemo2Ev,false
0000007100009620,_ZN14BossBirdDoubleD1Ev,false
0000007100009630,_ZN14BossBirdDoubleD0Ev,false
00000071000098D0,_ZN26BossBirdDoubleStateEndDemoC2EPN2al9LiveActorERKNS0_13ActorInitInfoEb,false
0000007100009A60,_ZN26BossBirdDoubleStateEndDemo6appearEv,false
0000007100009A80,_ZN26BossBirdDoubleStateEndDemo11exeEndDemo1Ev,false
0000007100009B80,_ZN26BossBirdDoubleStateEndDemo11exeEndDemo2Ev,false
0000007100009C00,_ZN26BossBirdDoubleStateEndDemo6exeEndEv,false
0000007100009C40,_ZN26BossBirdDoubleStateEndDemoD0Ev,false
0000007100009C70,_ZN2al14NerveStateBase4initEv,false
0000007100009C80,_ZN2al14NerveStateBase4killEv,false
0000007100009C90,_ZN2al14NerveStateBase7controlEv,false
0000007100009D70,_ZN23BossBirdDoubleStateMoveC1EPN2al9LiveActorES2_PK28BossBirdDoubleStateMoveParam,false
0000007100009DF0,_ZN23BossBirdDoubleStateMove6appearEv,false
0000007100009E80,_ZN23BossBirdDoubleStateMove12exeMoveStartEv,false
0000007100009F00,_ZN23BossBirdDoubleStateMove14exeWaitForMoveEv,false
0000007100009F10,_ZN23BossBirdDoubleStateMove22exeWaitForMoveStartEndEv,false
0000007100009FA0,_ZN23BossBirdDoubleStateMove7exeMoveEv,false
000000710000A1C0,_ZN23BossBirdDoubleStateMove8moveRailEb,false
000000710000A250,_ZN23BossBirdDoubleStateMove10exeMoveEndEv,false
000000710000A340,_ZN23BossBirdDoubleStateMove11reverseRailEv,false
000000710000A370,_ZNK23BossBirdDoubleStateMove11isMoveStartEv,false
000000710000A390,_ZNK23BossBirdDoubleStateMove6isMoveEv,false
000000710000A3B0,_ZNK23BossBirdDoubleStateMove9isMoveEndEv,false
000000710000A3D0,_ZNK23BossBirdDoubleStateMove10isWaitMoveEv,false
000000710000A3F0,_ZNK23BossBirdDoubleStateMove16getAnimNameStartEv,false
000000710000A420,_ZN23BossBirdDoubleStateMove12setMoveNerveEv,false
000000710000A430,_ZN23BossBirdDoubleStateMove19requestNewRailIndexEv,false
000000710000A4B0,_ZN23BossBirdDoubleStateMove11resyncRailsEv,false
000000710000A4C0,_ZN23BossBirdDoubleStateMoveD0Ev,false
000000710000A630,nullsub_4,false
000000710000A640,_ZN21BossBirdDoubleWatcherC2EPKc,false
000000710000A6C0,_ZN21BossBirdDoubleWatcherC1EPKc,false
000000710000A740,_ZN21BossBirdDoubleWatcher4initERKN2al13ActorInitInfoE,false
000000710000A860,_ZN21BossBirdDoubleWatcher8exeWatchEv,false
000000710000A870,_ZN21BossBirdDoubleWatcher12exeAllAppearEv,false
000000710000A880,_ZN21BossBirdDoubleWatcher12exeDisAppearEv,false
000000710000A890,_ZN21BossBirdDoubleWatcher19canEndDemoTriggeredEP14BossBirdDouble,false
000000710000A8A0,_ZN21BossBirdDoubleWatcher18setCopycatApproachEP14BossBirdDouble,false
000000710000A910,_ZN21BossBirdDoubleWatcher15setCopycatShoutEP14BossBirdDouble,false
000000710000A980,_ZN21BossBirdDoubleWatcher19setCopycatDisappearEP14BossBirdDouble,false
000000710000A9F0,_ZN21BossBirdDoubleWatcher21setCopycatSecondPhaseEP14BossBirdDouble,false
000000710000AA60,_ZN21BossBirdDoubleWatcher21setCopycatClearRadishEP14BossBirdDouble,false
000000710000AAD0,_ZN21BossBirdDoubleWatcher11killCopyCatEP14BossBirdDouble,false
000000710000AB40,_ZN21BossBirdDoubleWatcher13canStopOnRailEP14BossBirdDouble,false
000000710000AC00,_ZN21BossBirdDoubleWatcher9movingNowEP14BossBirdDouble,false
000000710000ACB0,_ZN21BossBirdDoubleWatcher16isRadishPosValidEP14BossBirdDouble,false
000000710000AD80,_ZN21BossBirdDoubleWatcher10isOnlyBirdEP14BossBirdDouble,false
000000710000AE10,_ZN21BossBirdDoubleWatcher9canAttackEP14BossBirdDouble,false
000000710000AEC0,_ZN21BossBirdDoubleWatcherD1Ev,false
000000710000AED0,_ZN21BossBirdDoubleWatcherD0Ev,false
000000710000AF00,nullsub_5,false
000000710000AF10,_ZN16BossBirdFunction9BlowParamC2EfRKN4sead7Vector3IfEEffffff,false
000000710000AF40,_ZN16BossBirdFunction28trySendMsgBossBirdBlowAttackEPKN2al9LiveActorEPNS0_9HitSensorES5_RKNS_9BlowParamE,false
000000710000B010,_ZN16BossBirdFunction37checkCollisionBetweenTargetTransLocalEPKN2al9LiveActorERKN4sead7Vector3IfEE,false
000000710000B170,_ZN16BossBirdFunction25sendMsgBossBirdBlowAttackEPKN2al9LiveActorEPNS0_9HitSensorES5_RKNS_9BlowParamE,false
000000710000B2E0,_ZN16BossBirdFunction22tryCreateBossBirdLinksEPPN2al9LiveActorES2_RKNS0_13ActorInitInfoEPKcib,false
000000710000B510,_ZN16BossBirdFunction13followPlayerYEPN2al9LiveActorEff,false
000000710000B570,_ZN16BossBirdFunction9faceToDirEPN2al9LiveActorERKN4sead7Vector3IfEEf,false
000000710000B600,_ZN16BossBirdFunction12faceToPlayerEPN2al9LiveActorEf,false
000000710000B6C0,_ZN16BossBirdFunction19startSubActorActionEPKN2al9LiveActorEPKcS5_,false
000000710000B700,_ZN16BossBirdFunction19startKinopicoActionEPKN2al9LiveActorEPKc,false
000000710000B740,_ZN16BossBirdFunction31tryStartKinopicoHeadLightActionEPKN2al9LiveActorEPKc,false
000000710000B790,_ZN16BossBirdFunction23isKinopicoActionPlayingEPKN2al9LiveActorEPKc,false
000000710000B7D0,_ZN16BossBirdFunction19isKinopicoActionEndEPKN2al9LiveActorE,false
000000710000B800,_ZN16BossBirdFunction14getKinopicoPosEPKN2al9LiveActorE,false
000000710000B820,_ZN16BossBirdFunction27getNextBossBirdWaitAnimNameEPi,false
000000710000B860,_ZN16BossBirdFunction27getNextKinopicoWaitAnimNameEPi,false
000000710000B8A0,_ZN16BossBirdFunction21createFeatherDynamicsEPN2al9LiveActorERN4sead8PtrArrayINS0_21JointSpringControllerEEEPKNS_13DynamicsParamE,false
000000710000BAA0,_ZN2al9StringTmpILi128EEC2EPKcz,false
000000710000BB70,_ZN16BossBirdFunction18createTailDynamicsEPN2al9LiveActorERN4sead8PtrArrayINS0_21JointSpringControllerEEEfff,false
000000710000BD40,_ZN16BossBirdFunction26getBossBirdFeatherJointNumEv,false
000000710000BD50,_ZN16BossBirdFunction23getBossBirdTailJointNumEv,false
000000710000BD60,_ZN16BossBirdFunction19createAimControllerEPN2al9LiveActorEPPNS0_12JointAimInfoES5_S5_,false
000000710000BF30,_ZN16BossBirdFunction33tryAcceptMsgBossBirdNotifyHitAreaEPKN2al9SensorMsgEPNS0_9HitSensorES5_f,false
000000710000BFC0,_ZN16BossBirdFunction17createItemArcNameEPN2al9StringTmpILi64EEE22GameDataHolderAccessorPKcb,false
000000710000C060,_ZN16BossBirdFunction14calcRailCenterEPN4sead7Vector3IfEEPKN2al9LiveActorE,false
000000710000C120,_ZN16BossBirdFunction30tryDeleteEmitterAndParticleAllEPN2al9LiveActorEPKc,false
000000710000C160,_ZN2al9StringTmpILi128EED0Ev,false
000000710000C170,_ZN4sead15FixedSafeStringILi128EEaSERKNS_14SafeStringBaseIcEE,false
000000710000C260,_ZN15BossBirdOpeningC2EPKc,false
000000710000C370,_ZN15BossBirdOpeningC1EPKc,false
000000710000C490,_ZN15BossBirdOpeningD2Ev,false
000000710000C5E0,_ZN15BossBirdOpeningD1Ev,false
000000710000C5F0,_ZN15BossBirdOpeningD0Ev,false
000000710000C620,_ZN15BossBirdOpening4initERKN2al13ActorInitInfoE,false
000000710000CB10,_ZN15BossBirdOpening7startUpEv,false
000000710000CB20,_ZN15BossBirdOpening14onDrawClippingEv,false
000000710000CB50,_ZN15BossBirdOpening15offDrawClippingEv,false
000000710000CB80,_ZN15BossBirdOpening12forceEndBlowEv,false
000000710000CBD0,_ZN15BossBirdOpening18setDemoEndPositionEv,false
000000710000CC70,_ZNK15BossBirdOpening19isNerveEnableDamageEv,false
000000710000CD30,_ZN15BossBirdOpening12attackSensorEPN2al9HitSensorES2_,false
000000710000CDF0,_ZN15BossBirdOpening10receiveMsgEPKN2al9SensorMsgEPNS0_9HitSensorES5_,false
000000710000CEC0,_ZN15BossBirdOpening7controlEv,false
000000710000D340,_ZNK15BossBirdOpening6isDemoEv,false
000000710000D3A0,_ZNK15BossBirdOpening19isNerveEnableAimEyeEv,false
000000710000D400,_ZNK15BossBirdOpening20isNerveEnableAimHeadEv,false
000000710000D490,_ZN15BossBirdOpening9startDemoEv,false
000000710000D4E0,_ZN15BossBirdOpening7endDemoEv,false
000000710000D5F0,_ZN15BossBirdOpening8exeDemo1Ev,false
000000710000D6C0,_ZN15BossBirdOpening8exeDemo2Ev,false
000000710000D7C0,_ZN15BossBirdOpening15checkSwitchRailEv,false
000000710000D840,_ZN15BossBirdOpening7exeWaitEv,false
000000710000D9D0,_ZN15BossBirdOpening7endWaitEv,false
000000710000D9F0,_ZN15BossBirdOpening19exeDamageShortStartEv,false
000000710000DA50,_ZN15BossBirdOpening14exeDamageShortEv,false
000000710000DAF0,_ZN15BossBirdOpening17exeDamageShortEndEv,false
000000710000DB50,_ZN15BossBirdOpening18exeSwitchRailStartEv,false
